,filename,transcription,filepath
2085,tem_09525_00288410098,వాము సాధారణంగా అన్ని జిల్లాల్లో కనిపించేదే,end_to_end\tem_09525_00288410098.wav
2086,tem_00113_01328199820,దూరంలో వీరాపురం ఉంది,end_to_end\tem_00113_01328199820.wav
2087,tem_09222_01403778781,ప్రెస్ అకాడమీలో వెయ్యి తొమ్మిది వందల అరవై ఎనిమిది సంచిక,end_to_end\tem_09222_01403778781.wav
2088,tem_06359_00369659470,ఆ తర్వాత ఆధునిక మానవ జాతి ఆవిర్భవించింది,end_to_end\tem_06359_00369659470.wav
2089,tem_08680_01692188758,పాదయాత్ర ఈ పోరాటంలో కలికితురాయి\n,end_to_end\tem_08680_01692188758.wav
2090,tem_02812_01836482990,ఇవి నీటిపై తేలుతుండును,end_to_end\tem_02812_01836482990.wav
2091,tem_04771_01123174796,కుడివైపునున్న ఇంటర్చేంజ్‌లోకి వెళ్ళండి,end_to_end\tem_04771_01123174796.wav
2092,tem_06885_00612474034,పైగా అవి ప్రమాదకరం,end_to_end\tem_06885_00612474034.wav
2093,tem_08680_00116682727,చివరి దశ వరకు తెలుగులో రచనలు గావించారు\n,end_to_end\tem_08680_00116682727.wav
2094,tem_04771_00297157706,రెండు వందల అడుగుల్లో,end_to_end\tem_04771_00297157706.wav
2095,tem_06359_01810193677,ఇందులో భోజనం మరియు వసతి సదుపాయం కలదు,end_to_end\tem_06359_01810193677.wav
2096,tem_00682_01703258605,ఇంక ఈ చర్చా పేజి చూడండి,end_to_end\tem_00682_01703258605.wav
2097,tem_00974_01379510692,నా పేరు సాక్షి,end_to_end\tem_00974_01379510692.wav
2098,tem_00682_00473182800,ఇదే మాటని మనం ‘నకలు’ అనే అర్ధం లో వాడతాం,end_to_end\tem_00682_00473182800.wav
2099,tem_00682_01339263892,గ్రామంలో సరైన మంచినీటి వసతి లేదు,end_to_end\tem_00682_01339263892.wav
2100,tem_06359_00844018596,వాని నోరు మంచిది కాదు,end_to_end\tem_06359_00844018596.wav
2101,tem_02769_00949057856,కనుకనే నారదుని బ్రహ్మ మానస పుత్రుడయ్యాడు,end_to_end\tem_02769_00949057856.wav
2102,tem_09222_00355954317,ఆ అధికారి ప్రాంతీయ ప్రభుత్వానికి అధినేత\n,end_to_end\tem_09222_00355954317.wav
2103,tem_00682_00942634893,తమిళ సాహిత్య చరిత్ర కారుడు,end_to_end\tem_00682_00942634893.wav
2104,tem_02812_01414981436,వీటివలనే వ్యాకరణము పుట్టెనని చెప్పుదురు,end_to_end\tem_02812_01414981436.wav
2105,tem_06359_00473991671,ఈ గ్రామము ఆత్మకూరు నుండి ఎనిమిది కిలో మీటర్లు,end_to_end\tem_06359_00473991671.wav
2106,tem_09525_02007780623,పంతులు తెలుగువారిలో కొందరి ఇంటిపేరు,end_to_end\tem_09525_02007780623.wav
2107,tem_08680_00855348232,దొంగోనికి అందరు దొంగల్లాగా\n,end_to_end\tem_08680_00855348232.wav
2108,tem_00113_01296488569,ఆ సంఘటన ముందు సమయాన్ని కొలవ వచ్చు,end_to_end\tem_00113_01296488569.wav
2109,tem_00974_00981872630,నో బైలైన్ రెండు వెలు ఏడు,end_to_end\tem_00974_00981872630.wav
2110,tem_02812_01502196972,మూడు నెలల తర్వాత అక్కను ఓడించాడు,end_to_end\tem_02812_01502196972.wav
2111,tem_02812_00721472727,మండల పరిషత్తు ప్రాథమిక పాఠశాల ఉన్నది,end_to_end\tem_02812_00721472727.wav
2112,tem_08680_00376127044,అప్పుడు జిల్లా కేంద్రగా అమరావతి ఉండేది,end_to_end\tem_08680_00376127044.wav
2113,tem_03338_01085284958,నా మాట వింటే సుయోధనుడు బాగు పడతాడు,end_to_end\tem_03338_01085284958.wav
2114,tem_05425_01688792122,ఇది దక్షిణ అమెరికా దేశానికి చెందినది,end_to_end\tem_05425_01688792122.wav
2115,tem_02812_01088358684,ఈ వ్యాసం పశ్చిమ గోదావరి జిల్లాలో ఏలూరు సమీపంలోని గ్రామం గురించి,end_to_end\tem_02812_01088358684.wav
2116,tem_04771_01870103952,నూట యాభై అడుగుల్లో,end_to_end\tem_04771_01870103952.wav
2117,tem_08680_00352731028,అన్ని వసతులు గలవు\n,end_to_end\tem_08680_00352731028.wav
2118,tem_09015_00025703896,ఈమె నోయిడా యూనివర్సిటీలో పనిచేస్తున్నారు,end_to_end\tem_09015_00025703896.wav
2119,tem_08680_00213727127,ఆమె బహుగా రోదిస్తూ నేలపై బోర్లా పడెను\n,end_to_end\tem_08680_00213727127.wav
2120,tem_02812_00238189560,పూర్వం వీరి ప్రధాన వృత్తి దూదిని ఏకడం,end_to_end\tem_02812_00238189560.wav
2121,tem_09222_00867177017,అవును నేనే అక్కినేని నాగార్జున వ్యాసం రాసింది\n,end_to_end\tem_09222_00867177017.wav
2122,tem_06359_01430899803,సినిమా దాదాపుగా నవల లాగానే వుంది,end_to_end\tem_06359_01430899803.wav
2123,tem_02812_01192082159,అతిక్రమము చేయువారిలో ఎంచబడినవాడాయెను,end_to_end\tem_02812_01192082159.wav
2124,tem_05479_00133849425,ఇంటర్నేషనల్ క్రిమినల్ కోర్ట్\n,end_to_end\tem_05479_00133849425.wav
2125,tem_07220_01543520576,కానీ వెయ్యి ఏడు వందలు నలభై రెండు లోనే హేలీ కాలధర్మం చెందాడు,end_to_end\tem_07220_01543520576.wav
2126,tem_00682_01695848200,కనుక గోధూళి వేళ ఆకాశం ఎర్రగా ఉంటుంది,end_to_end\tem_00682_01695848200.wav
2127,tem_09015_02038947929,దీని ప్రమాణాలు కెలోరీ/గ్రాసున్న,end_to_end\tem_09015_02038947929.wav
2128,tem_07220_00173845594,సూప్స్ ది మిద్దిల్ గ్రౌండ్,end_to_end\tem_07220_00173845594.wav
2129,tem_00682_00471234877,రేగు పళ్లకు రకరకాల పేర్లున్నాయి,end_to_end\tem_00682_00471234877.wav
2130,tem_08377_00205655464,ఈయనకు ఇద్దరు కుమారులు\n,end_to_end\tem_08377_00205655464.wav
2131,tem_07220_00719122385,దాన్ని మనమిప్పుడు కార్ల అంటున్నాము,end_to_end\tem_07220_00719122385.wav
2132,tem_00682_01417607882,అయోమయ నివృత్తి పేజీ దేవత చూడండి,end_to_end\tem_00682_01417607882.wav
2133,tem_03338_01555927816,దీంతో తరతరాలుగా వీరు విద్యకు దూరమయ్యారు,end_to_end\tem_03338_01555927816.wav
2134,tem_00682_02128141199,దీనిలో ఏడు కాండాలున్నాయి,end_to_end\tem_00682_02128141199.wav
2135,tem_00682_01576883968,ఇదే సమయంలో మద్రాసులో రఘుపతి వెంకయ్య కూడా ఇదే ప్రయత్నంలో ఉన్నాడు,end_to_end\tem_00682_01576883968.wav
2136,tem_02812_01090887344,ఒక్కో వర్గంలో పన్నెండు తెగలవారు వస్తారు,end_to_end\tem_02812_01090887344.wav
2137,tem_04272_01955305532,ఒక జిల్లా పరిషత్ ఉన్నత పాఠశాల కలదు,end_to_end\tem_04272_01955305532.wav
2138,tem_06359_01529781861,గృహాల సంఖ్య రెండు వందలు డెబ్బై,end_to_end\tem_06359_01529781861.wav
2139,tem_08680_01765112118,భారతదేశంలో ఇలాంటి నిర్మాణాలు అయిదున్నవి\n,end_to_end\tem_08680_01765112118.wav
2140,tem_03338_01021619636,ఇది తెలంగాణకు మాత్రమే ప్రత్యేకమయిన పండుగ,end_to_end\tem_03338_01021619636.wav
2141,tem_09015_00687761703,అతను చెల్సియా కు కూడా ఇష్టపడతాడు,end_to_end\tem_09015_00687761703.wav
2142,tem_08680_01209626591,సుశీల అమ్మగారు జబ్బు మనిషి\n,end_to_end\tem_08680_01209626591.wav
2143,tem_04272_00479453512,పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో మెదక్ జిల్లా తాలూకాల వివరాలు,end_to_end\tem_04272_00479453512.wav
2144,tem_00682_00577157700,ఈ ఊరిలో ఒక శివాలయం ఒక రామాలయం ఉన్నాయి,end_to_end\tem_00682_00577157700.wav
2145,tem_06917_01894930496,శ్రీనివాస్ నగర్ రంగారెడ్డి జిల్లా కుత్బుల్లాపూర్‌ మండలానికి చెందిన గ్రామము,end_to_end\tem_06917_01894930496.wav
2146,tem_06359_00564359573,అది నిజం కూడా,end_to_end\tem_06359_00564359573.wav
2147,tem_09015_00607144211,కోపంతో కాళ్ళను నేలకు తన్నాడు,end_to_end\tem_09015_00607144211.wav
2148,tem_09222_00568988281,రాఘవేంద్రరావు కూడా ప్రసిద్ది పొందిన సినిమా దర్శకుడు,end_to_end\tem_09222_00568988281.wav
2149,tem_09222_01274346342,దాని వలన ప్రయోజనం శూన్యం\n,end_to_end\tem_09222_01274346342.wav
2150,tem_00682_01449465265,బొమ్మకు కొంచెం పొడవు వ్యాఖ్య వ్రాశాను,end_to_end\tem_00682_01449465265.wav
2151,tem_04272_01299232078,ఉదాహరణకు ఏనుగు అనే ఇంటిపేరు ఏనుగు అని కనిపిస్తుంది,end_to_end\tem_04272_01299232078.wav
2152,tem_03338_01904171899,రవీంద్రుని రచనలలో గీతాంజలి చాల గొప్పది,end_to_end\tem_03338_01904171899.wav
